LEAGUE,DIVISION,TEAM_NAME,SCHEDULE_LINK,CLUB
BPYSL,Female U15 - U15G Buckeye State,Cincy SC G11 Fall (OH),https://system.gotsport.com/org_event/events/44635/schedules?team=3245616,Cincy SC
BPYSL,Female U15 - U15G Premier 1,BUSC G11 Purple Chaos (OH),https://system.gotsport.com/org_event/events/44635/schedules?team=3226386,Butler United Soccer Club
BPYSL,Female U15 - U15G Premier 1,TFA G11 Trapped (OH),https://system.gotsport.com/org_event/events/44635/schedules?team=3216144,Total Futbol Academy
BPYSL,Female U15 - U15G Premier 1,TFC Assasins (OH),https://system.gotsport.com/org_event/events/44635/schedules?team=3247759,TFC Assasins
BPYSL,Female U15 - U15G Premier 1,Kolping SC G11 Orange (OH),https://system.gotsport.com/org_event/events/44635/schedules?team=3253037,Kolping
BPYSL,Female U15 - U15G Premier 1,Ohio Galaxies FC 11G Black (OH),https://system.gotsport.com/org_event/events/44635/schedules?team=3236453,Ohio Galaxies
BPYSL,Female U15 - U15G Premier 1,ISC G11 United Green Playerswatch Lady Legends (KY),https://system.gotsport.com/org_event/events/44635/schedules?team=3238395,Independence Soccer Club
BPYSL,Female U15 - U15G Select Black,Mercury G11 Fall (OH),https://system.gotsport.com/org_event/events/44635/schedules?team=3253402,Mercury Soccer
BPYSL,Female U15 - U15G Select Black,PC United G11 (OH),https://system.gotsport.com/org_event/events/44635/schedules?team=3247616,PC United
BPYSL,Female U15 - U15G Select Black,CWSC G11/12 Academy Red (OH),https://system.gotsport.com/org_event/events/44635/schedules?team=3193742,Cincinnati West Soccer Club
BPYSL,Female U15 - U15G Select Black,STAR Rush G2011 Blue (OH),https://system.gotsport.com/org_event/events/44635/schedules?team=3231688,STAR SC
BPYSL,Female U15 - U15G Select Black,CUSE 11G Trapped Team (OH),https://system.gotsport.com/org_event/events/44635/schedules?team=3236394,Cincinnati United
BPYSL,Female U15 - U15G Select Black,BUSC G11 Blue Crew (OH),https://system.gotsport.com/org_event/events/44635/schedules?team=3226300,Butler United Soccer Club
BPYSL,Female U15 - U15G Select Black,Lakota FC G11 Red (OH),https://system.gotsport.com/org_event/events/44635/schedules?team=3246635,Lakota FC
BPYSL,Female U15 - U15G Select Black,GC Cosmos G2011 (OH),https://system.gotsport.com/org_event/events/44635/schedules?team=3246304,GC Cosmos
BPYSL,Female U15 - U15G Select Black,CSC U15G Kramer (KY),https://system.gotsport.com/org_event/events/44635/schedules?team=3144815,Campbell Soccer Club
