LEAGUE,DIVISION,TEAM_NAME,SCHEDULE_LINK
CPL,Boys U11 Division 2,Kolping SC Kolping SC B34 Black,https://system.gotsport.com/org_event/events/55642/schedules?team=4191263
CPL,Boys U11 Division 3,Madeira FC Madeira FC B2016 Blue,https://system.gotsport.com/org_event/events/55642/schedules?team=4101855
CPL,Boys U11 Division 3,Lakota Futbol Club Lakota FC B16/17 Red,https://system.gotsport.com/org_event/events/55642/schedules?team=4131266
CPL,Boys U11 Division 3,Mercury Mercury B2015/16 West,https://system.gotsport.com/org_event/events/55642/schedules?team=4191791
CPL,Boys U11 Division 3,Cincinnati Elite FC Cincinnati Elite FC BU11 Gold (2015/16),https://system.gotsport.com/org_event/events/55642/schedules?team=4170710
CPL,Boys U11 Division 3,Cincy SC Cincy SC B15-16 Navy,https://system.gotsport.com/org_event/events/55642/schedules?team=4189771
CPL,Boys U11 Division 3,Cincy SC Cincy SC B16-17 Elite,https://system.gotsport.com/org_event/events/55642/schedules?team=4178491
CPL,Boys U11 Division 3,Eclipse FC Eclipse FC Lil Mambas,https://system.gotsport.com/org_event/events/55642/schedules?team=4189964
CPL,Boys U11 Division 3,STAR Rush Cincinnati STAR Rush BU11 White,https://system.gotsport.com/org_event/events/55642/schedules?team=4190518
CPL,Boys U11 Division 3,Kings Hammer Cincinnati KHA NKY BU11 Red,https://system.gotsport.com/org_event/events/55642/schedules?team=4120413
CPL,Boys U11 Division 4,Campbell Soccer Club (CSC) CampbellSC U11B Fotsch,https://system.gotsport.com/org_event/events/55642/schedules?team=4175355
CPL,Boys U11 Division 4,Independence SC ISC U11B Sammons,https://system.gotsport.com/org_event/events/55642/schedules?team=4187777
CPL,Boys U11 Division 4,Cincinnati United Soccer Club CUSC BU11 North Yellow,https://system.gotsport.com/org_event/events/55642/schedules?team=4159808
CPL,Boys U11 Division 4,Cincinnati United Soccer Club CUSC BU11 South Green,https://system.gotsport.com/org_event/events/55642/schedules?team=4192136
CPL,Boys U11 Division 4,Cincinnati West CWSC BU11 Academy Elite,https://system.gotsport.com/org_event/events/55642/schedules?team=4164409
CPL,Boys U11 Division 4,Cincy SC Cincy SC B15-16 Orange,https://system.gotsport.com/org_event/events/55642/schedules?team=4189777
CPL,Boys U11 Division 4,On Goal Passion FC Passion FC 2015/2016B Gray,https://system.gotsport.com/org_event/events/55642/schedules?team=4139040
CPL,Boys U11 Division 4,Lawrenceburg Greendale Soccer Club LGSC Lockdown,https://system.gotsport.com/org_event/events/55642/schedules?team=4125736
CPL,Boys U11 Division 4,Lakota Futbol Club Lakota FC B15/16 Gray,https://system.gotsport.com/org_event/events/55642/schedules?team=4074845
CPL,Boys U11 Division 5,Fairfield Optimist Soccer Club FOSC B15/16 Elite,https://system.gotsport.com/org_event/events/55642/schedules?team=4191098
CPL,Boys U11 Division 5,Cincy SC Cincy SC B15-16 White,https://system.gotsport.com/org_event/events/55642/schedules?team=4189779
CPL,Boys U11 Division 5,Fusion FC NKY Fusion FC BU11 Black,https://system.gotsport.com/org_event/events/55642/schedules?team=4183743
CPL,Boys U11 Division 5,Independence SC ISC U11B Hawks,https://system.gotsport.com/org_event/events/55642/schedules?team=4187765
CPL,Boys U11 Division 5,Kings Hammer Cincinnati KHA NKY BU11 Black,https://system.gotsport.com/org_event/events/55642/schedules?team=4120432
CPL,Boys U11 Division 5,Kings Hammer Cincinnati KHA Sycamore BU11 Green,https://system.gotsport.com/org_event/events/55642/schedules?team=4155883
CPL,Boys U11 Division 5,Little Miami FC LMFC U11 Boys Elite,https://system.gotsport.com/org_event/events/55642/schedules?team=4134633
CPL,Boys U11 Division 6,Forest Hills FC Forest Hills FC B2016 Kuhn,https://system.gotsport.com/org_event/events/55642/schedules?team=4192448
CPL,Boys U11 Division 6,Inner Cincinnati SA Inner Cincinnati U11,https://system.gotsport.com/org_event/events/55642/schedules?team=4175017
CPL,Boys U11 Division 6,NWC Alliance Soccer Club NWC Alliance 2034 Boys Premier 2,https://system.gotsport.com/org_event/events/55642/schedules?team=4100162
CPL,Boys U11 Division 6,Cincinnati United Soccer Club CUSC BU11 South White,https://system.gotsport.com/org_event/events/55642/schedules?team=4192138
CPL,Boys U11 Division 6,Cincinnati United Soccer Club CUSC BU11 WEST YELLOW,https://system.gotsport.com/org_event/events/55642/schedules?team=4205213
CPL,Boys U11 Division 6,FC Storm FC Storm BU11 Orange,https://system.gotsport.com/org_event/events/55642/schedules?team=4166629
CPL,Boys U11 Division 6,Madeira FC Madeira FC B2016 White,https://system.gotsport.com/org_event/events/55642/schedules?team=4180651
CPL,Boys U11 Division 7,Manu Ledesma Academy Manu Ledesma Academy,https://system.gotsport.com/org_event/events/55642/schedules?team=4085669
CPL,Boys U11 Division 7,Cincinnati West CWSC BU11 Academy Red,https://system.gotsport.com/org_event/events/55642/schedules?team=4138020
CPL,Boys U11 Division 7,Oxford United FC(OH) Oxford United B2015/2016,https://system.gotsport.com/org_event/events/55642/schedules?team=4189074
CPL,Boys U11 Division 7,Alliance Cincinnati SC ACSC Boys U11 Academy,https://system.gotsport.com/org_event/events/55642/schedules?team=4192284
CPL,Boys U11 Division 7,Butler Fury Soccer Club Butler Fury Youth Soccer Club Boys 2015/2016,https://system.gotsport.com/org_event/events/55642/schedules?team=4135613
CPL,Boys U11 Division 7,Elevate FC Elevate FC BU11 Blue,https://system.gotsport.com/org_event/events/55642/schedules?team=4158174
CPL,Boys U11 Division 7,FC Dayton FC Dayton U11 Boys Navy,https://system.gotsport.com/org_event/events/55642/schedules?team=4172229
CPL,Boys U11 Division 7,Fairfield Optimist Soccer Club FOSC Lebanon Warrior Premier B15/16 White,https://system.gotsport.com/org_event/events/55642/schedules?team=4191373
CPL,Boys U11 Division 8,Campbell Soccer Club (CSC) CampbellSC U11B Kramer,https://system.gotsport.com/org_event/events/55642/schedules?team=4175423
CPL,Boys U11 Division 8,Edgewood Premier FC EPFC U11 Boys,https://system.gotsport.com/org_event/events/55642/schedules?team=4192127
CPL,Boys U11 Division 8,Franklin Youth Soccer Association Franklin Premier FC U11 Boys,https://system.gotsport.com/org_event/events/55642/schedules?team=4182689
CPL,Boys U11 Division 8,Northwest Cincy Soccer Coalition Northwest Cincy SC B15/16,https://system.gotsport.com/org_event/events/55642/schedules?team=4190391
CPL,Boys U11 Division 8,Ohio United FC Ohio United FC B15/16 Academy,https://system.gotsport.com/org_event/events/55642/schedules?team=4192754
CPL,Boys U11 Division 8,On Goal Passion FC Passion FC 2015/2016B Blue,https://system.gotsport.com/org_event/events/55642/schedules?team=4169953
CPL,Boys U11 Division 8,STAR Rush Cincinnati STAR Rush BU11 Grey,https://system.gotsport.com/org_event/events/55642/schedules?team=4190532
CPL,Boys U11 Division 8,Total Futbol Academy (OH) TFA B2015-16 Premier,https://system.gotsport.com/org_event/events/55642/schedules?team=4185647
CPL,Boys U11 Division 1,Lakota Futbol Club Lakota FC B16/17 Black,https://system.gotsport.com/org_event/events/55642/schedules?team=4090989
CPL,Boys U11 Division 1,Cincinnati United Soccer Club CUSC BU10 North LM Aston Villa,https://system.gotsport.com/org_event/events/55642/schedules?team=4159796
CPL,Boys U11 Division 1,Cincinnati United Soccer Club CUSC BU11 North Elite 2,https://system.gotsport.com/org_event/events/55642/schedules?team=4159804
CPL,Boys U11 Division 1,Forest Hills FC Forest Hills FC Blue,https://system.gotsport.com/org_event/events/55642/schedules?team=4189319
CPL,Boys U11 Division 1,Impact GFC Valhalla FC BU11 Blue,https://system.gotsport.com/org_event/events/55642/schedules?team=4192808
CPL,Boys U11 Division 1,Kolping SC Kolping SC B34 Orange,https://system.gotsport.com/org_event/events/55642/schedules?team=4191256
CPL,Boys U11 Division 2,Real Soccer FC Real Soccer FC B2016,https://system.gotsport.com/org_event/events/55642/schedules?team=4255996
CPL,Boys U11 Division 2,LSO United LSO United B2015/16,https://system.gotsport.com/org_event/events/55642/schedules?team=4139558
CPL,Boys U11 Division 2,Campbell Soccer Club (CSC) CampbellSC U11B Ireland,https://system.gotsport.com/org_event/events/55642/schedules?team=4175410
CPL,Boys U11 Division 2,Cincy SC Cincy SC B16-17 Premier,https://system.gotsport.com/org_event/events/55642/schedules?team=4178370
CPL,Boys U11 Division 2,Fusion FC NKY Fusion FC BU11 Green,https://system.gotsport.com/org_event/events/55642/schedules?team=4183765
CPL,Boys U11 Division 2,Cincy SC Cincy SC B15-16 Gray,https://system.gotsport.com/org_event/events/55642/schedules?team=4189767
CPL,Boys U11 Division 2,Eclipse FC Eclipse East Premier,https://system.gotsport.com/org_event/events/55642/schedules?team=4189976
CPL,Boys U11 Division 2,Cincinnati United Soccer Club CUSC BU11 South Yellow,https://system.gotsport.com/org_event/events/55642/schedules?team=4192126
CPL,Boys U11 Division 2,Kolping SC Kolping SC B34 Black,https://system.gotsport.com/org_event/events/55642/schedules?team=4191263
CPL,Boys U11 Division 3,Madeira FC Madeira FC B2016 Blue,https://system.gotsport.com/org_event/events/55642/schedules?team=4101855
CPL,Boys U11 Division 3,Lakota Futbol Club Lakota FC B16/17 Red,https://system.gotsport.com/org_event/events/55642/schedules?team=4131266
CPL,Boys U11 Division 3,Mercury Mercury B2015/16 West,https://system.gotsport.com/org_event/events/55642/schedules?team=4191791
CPL,Boys U11 Division 3,Cincinnati Elite FC Cincinnati Elite FC BU11 Gold (2015/16),https://system.gotsport.com/org_event/events/55642/schedules?team=4170710
CPL,Boys U11 Division 3,Cincy SC Cincy SC B15-16 Navy,https://system.gotsport.com/org_event/events/55642/schedules?team=4189771
CPL,Boys U11 Division 3,Cincy SC Cincy SC B16-17 Elite,https://system.gotsport.com/org_event/events/55642/schedules?team=4178491
CPL,Boys U11 Division 3,Eclipse FC Eclipse FC Lil Mambas,https://system.gotsport.com/org_event/events/55642/schedules?team=4189964
CPL,Boys U11 Division 3,STAR Rush Cincinnati STAR Rush BU11 White,https://system.gotsport.com/org_event/events/55642/schedules?team=4190518
CPL,Boys U11 Division 3,Kings Hammer Cincinnati KHA NKY BU11 Red,https://system.gotsport.com/org_event/events/55642/schedules?team=4120413
CPL,Boys U11 Division 4,Campbell Soccer Club (CSC) CampbellSC U11B Fotsch,https://system.gotsport.com/org_event/events/55642/schedules?team=4175355
CPL,Boys U11 Division 4,Independence SC ISC U11B Sammons,https://system.gotsport.com/org_event/events/55642/schedules?team=4187777
CPL,Boys U11 Division 4,Cincinnati United Soccer Club CUSC BU11 North Yellow,https://system.gotsport.com/org_event/events/55642/schedules?team=4159808
CPL,Boys U11 Division 4,Cincinnati United Soccer Club CUSC BU11 South Green,https://system.gotsport.com/org_event/events/55642/schedules?team=4192136
CPL,Boys U11 Division 4,Cincinnati West CWSC BU11 Academy Elite,https://system.gotsport.com/org_event/events/55642/schedules?team=4164409
CPL,Boys U11 Division 4,Cincy SC Cincy SC B15-16 Orange,https://system.gotsport.com/org_event/events/55642/schedules?team=4189777
CPL,Boys U11 Division 4,On Goal Passion FC Passion FC 2015/2016B Gray,https://system.gotsport.com/org_event/events/55642/schedules?team=4139040
CPL,Boys U11 Division 4,Lawrenceburg Greendale Soccer Club LGSC Lockdown,https://system.gotsport.com/org_event/events/55642/schedules?team=4125736
CPL,Boys U11 Division 4,Lakota Futbol Club Lakota FC B15/16 Gray,https://system.gotsport.com/org_event/events/55642/schedules?team=4074845
CPL,Boys U11 Division 5,Fairfield Optimist Soccer Club FOSC B15/16 Elite,https://system.gotsport.com/org_event/events/55642/schedules?team=4191098
CPL,Boys U11 Division 5,Cincy SC Cincy SC B15-16 White,https://system.gotsport.com/org_event/events/55642/schedules?team=4189779
CPL,Boys U11 Division 5,Fusion FC NKY Fusion FC BU11 Black,https://system.gotsport.com/org_event/events/55642/schedules?team=4183743
CPL,Boys U11 Division 5,Independence SC ISC U11B Hawks,https://system.gotsport.com/org_event/events/55642/schedules?team=4187765
CPL,Boys U11 Division 5,Kings Hammer Cincinnati KHA NKY BU11 Black,https://system.gotsport.com/org_event/events/55642/schedules?team=4120432
CPL,Boys U11 Division 5,Kings Hammer Cincinnati KHA Sycamore BU11 Green,https://system.gotsport.com/org_event/events/55642/schedules?team=4155883
CPL,Boys U11 Division 5,Little Miami FC LMFC U11 Boys Elite,https://system.gotsport.com/org_event/events/55642/schedules?team=4134633
CPL,Boys U11 Division 6,Forest Hills FC Forest Hills FC B2016 Kuhn,https://system.gotsport.com/org_event/events/55642/schedules?team=4192448
CPL,Boys U11 Division 6,Inner Cincinnati SA Inner Cincinnati U11,https://system.gotsport.com/org_event/events/55642/schedules?team=4175017
CPL,Boys U11 Division 6,NWC Alliance Soccer Club NWC Alliance 2034 Boys Premier 2,https://system.gotsport.com/org_event/events/55642/schedules?team=4100162
CPL,Boys U11 Division 6,Cincinnati United Soccer Club CUSC BU11 South White,https://system.gotsport.com/org_event/events/55642/schedules?team=4192138
CPL,Boys U11 Division 6,Cincinnati United Soccer Club CUSC BU11 WEST YELLOW,https://system.gotsport.com/org_event/events/55642/schedules?team=4205213
CPL,Boys U11 Division 6,FC Storm FC Storm BU11 Orange,https://system.gotsport.com/org_event/events/55642/schedules?team=4166629
CPL,Boys U11 Division 6,Madeira FC Madeira FC B2016 White,https://system.gotsport.com/org_event/events/55642/schedules?team=4180651
CPL,Boys U11 Division 7,Manu Ledesma Academy Manu Ledesma Academy,https://system.gotsport.com/org_event/events/55642/schedules?team=4085669
CPL,Boys U11 Division 7,Cincinnati West CWSC BU11 Academy Red,https://system.gotsport.com/org_event/events/55642/schedules?team=4138020
CPL,Boys U11 Division 7,Oxford United FC(OH) Oxford United B2015/2016,https://system.gotsport.com/org_event/events/55642/schedules?team=4189074
CPL,Boys U11 Division 7,Alliance Cincinnati SC ACSC Boys U11 Academy,https://system.gotsport.com/org_event/events/55642/schedules?team=4192284
CPL,Boys U11 Division 7,Butler Fury Soccer Club Butler Fury Youth Soccer Club Boys 2015/2016,https://system.gotsport.com/org_event/events/55642/schedules?team=4135613
CPL,Boys U11 Division 7,Elevate FC Elevate FC BU11 Blue,https://system.gotsport.com/org_event/events/55642/schedules?team=4158174
CPL,Boys U11 Division 7,FC Dayton FC Dayton U11 Boys Navy,https://system.gotsport.com/org_event/events/55642/schedules?team=4172229
CPL,Boys U11 Division 7,Fairfield Optimist Soccer Club FOSC Lebanon Warrior Premier B15/16 White,https://system.gotsport.com/org_event/events/55642/schedules?team=4191373
CPL,Boys U11 Division 8,Campbell Soccer Club (CSC) CampbellSC U11B Kramer,https://system.gotsport.com/org_event/events/55642/schedules?team=4175423
CPL,Boys U11 Division 8,Edgewood Premier FC EPFC U11 Boys,https://system.gotsport.com/org_event/events/55642/schedules?team=4192127
CPL,Boys U11 Division 8,Franklin Youth Soccer Association Franklin Premier FC U11 Boys,https://system.gotsport.com/org_event/events/55642/schedules?team=4182689
CPL,Boys U11 Division 8,Northwest Cincy Soccer Coalition Northwest Cincy SC B15/16,https://system.gotsport.com/org_event/events/55642/schedules?team=4190391
CPL,Boys U11 Division 8,Ohio United FC Ohio United FC B15/16 Academy,https://system.gotsport.com/org_event/events/55642/schedules?team=4192754
CPL,Boys U11 Division 8,On Goal Passion FC Passion FC 2015/2016B Blue,https://system.gotsport.com/org_event/events/55642/schedules?team=4169953
CPL,Boys U11 Division 8,STAR Rush Cincinnati STAR Rush BU11 Grey,https://system.gotsport.com/org_event/events/55642/schedules?team=4190532
CPL,Boys U11 Division 8,Total Futbol Academy (OH) TFA B2015-16 Premier,https://system.gotsport.com/org_event/events/55642/schedules?team=4185647
CPL,Boys U12 Division 1,Cincinnati United Soccer Club CUSC BU12 South Yellow,https://system.gotsport.com/org_event/events/55642/schedules?team=4192148
CPL,Boys U12 Division 1,Real Soccer FC Real Soccer FC B2015,https://system.gotsport.com/org_event/events/55642/schedules?team=4253095
CPL,Boys U12 Division 1,Kings Hammer Cincinnati KHA Sycamore BU12 Green,https://system.gotsport.com/org_event/events/55642/schedules?team=4155891
CPL,Boys U12 Division 1,LSO United LSO United B2014/15,https://system.gotsport.com/org_event/events/55642/schedules?team=4113415
CPL,Boys U12 Division 1,Total Futbol Academy (OH) TFA Pre-ECNL B2014-15 Elite 2,https://system.gotsport.com/org_event/events/55642/schedules?team=4185650
CPL,Boys U12 Division 1,Total Futbol Academy (OH) TFA Pre-ECNL B2015-16 Elite,https://system.gotsport.com/org_event/events/55642/schedules?team=4142329
CPL,Boys U12 Division 2,Cincinnati United Soccer Club CUSC BU12 South Green,https://system.gotsport.com/org_event/events/55642/schedules?team=4192158
CPL,Boys U12 Division 2,Inner Cincinnati SA Inner Cincinnati U12,https://system.gotsport.com/org_event/events/55642/schedules?team=4174968
CPL,Boys U12 Division 2,Kolping SC Kolping SC B33 Orange,https://system.gotsport.com/org_event/events/55642/schedules?team=4191278
CPL,Boys U12 Division 2,Lawrenceburg Greendale Soccer Club LGSC Tigers Black,https://system.gotsport.com/org_event/events/55642/schedules?team=4130594
CPL,Boys U12 Division 2,Kings Hammer Cincinnati KHA NKY BU12 Red.,https://system.gotsport.com/org_event/events/55642/schedules?team=4138179
CPL,Boys U12 Division 2,Cincinnati West CWSC BU12 Academy Elite,https://system.gotsport.com/org_event/events/55642/schedules?team=4138079
CPL,Boys U12 Division 3,Cincinnati Grand Futbol Cincinnati Grand Futbol Boys (U12),https://system.gotsport.com/org_event/events/55642/schedules?team=4190364
CPL,Boys U12 Division 3,Cincy SC Cincy SC B14-15 Navy,https://system.gotsport.com/org_event/events/55642/schedules?team=4144626
CPL,Boys U12 Division 3,Alliance Cincinnati SC ACSC Boys U12 Academy Gold,https://system.gotsport.com/org_event/events/55642/schedules?team=4192290
CPL,Boys U12 Division 3,Madeira FC Madeira FC B2015 Blue,https://system.gotsport.com/org_event/events/55642/schedules?team=4113374
CPL,Boys U12 Division 3,Mercury BSC Premier B14/15,https://system.gotsport.com/org_event/events/55642/schedules?team=4099057
CPL,Boys U12 Division 3,Lakota Futbol Club Lakota FC B14/15 Gray,https://system.gotsport.com/org_event/events/55642/schedules?team=4181972
CPL,Boys U12 Division 3,Oxford United FC(OH) Oxford United B 2014/2015,https://system.gotsport.com/org_event/events/55642/schedules?team=4189061
CPL,Boys U12 Division 3,Cincinnati Elite FC Cincinnati Elite FC BU12 Gold (2015/16),https://system.gotsport.com/org_event/events/55642/schedules?team=4170764
CPL,Boys U12 Division 3,Mercury mercury B2014/15 west 1,https://system.gotsport.com/org_event/events/55642/schedules?team=4326178
CPL,Boys U12 Division 4,Cincinnati United Soccer Club CUSC BU12 North Yellow,https://system.gotsport.com/org_event/events/55642/schedules?team=4159985
CPL,Boys U12 Division 4,Cincinnati United Soccer Club CUSC BU12 WEST YELLOW,https://system.gotsport.com/org_event/events/55642/schedules?team=4205234
CPL,Boys U12 Division 4,Independence SC ISC U12B Green Hornets,https://system.gotsport.com/org_event/events/55642/schedules?team=4187804
CPL,Boys U12 Division 4,Mercury BSC Premier B15/16,https://system.gotsport.com/org_event/events/55642/schedules?team=4099034
CPL,Boys U12 Division 4,Monroe Premier FC Monroe Premier FC U12B,https://system.gotsport.com/org_event/events/55642/schedules?team=4107089
CPL,Boys U12 Division 4,Oak Hills Youth Athletics Oak Hills Premier Boys U12,https://system.gotsport.com/org_event/events/55642/schedules?team=4190678
CPL,Boys U12 Division 4,Total Futbol Academy (OH) TFA B2014-15 Premier,https://system.gotsport.com/org_event/events/55642/schedules?team=4185651
CPL,Boys U12 Division 4,Total Ginga Academy Total Ginga Academy U12B (KY),https://system.gotsport.com/org_event/events/55642/schedules?team=4159685
CPL,Boys U12 Division 4,Kings Hammer Cincinnati KHA NKY BU12 Black,https://system.gotsport.com/org_event/events/55642/schedules?team=4138202
CPL,Boys U12 Division 5,Cincinnati United Soccer Club CUSC BU12 North Green,https://system.gotsport.com/org_event/events/55642/schedules?team=4159989
CPL,Boys U12 Division 5,Cincy SC Cincy SC B14-15 Orange,https://system.gotsport.com/org_event/events/55642/schedules?team=4144569
CPL,Boys U12 Division 5,Elevate FC Elevate FC BU12 Blue1,https://system.gotsport.com/org_event/events/55642/schedules?team=4158284
CPL,Boys U12 Division 5,Kings Hammer Cincinnati KHA Warren County BU12 Black,https://system.gotsport.com/org_event/events/55642/schedules?team=4156383
CPL,Boys U12 Division 5,Mercury Mercury B2014/15 West 2,https://system.gotsport.com/org_event/events/55642/schedules?team=4191809
CPL,Boys U12 Division 5,STAR Rush Cincinnati STAR Rush BU12 White,https://system.gotsport.com/org_event/events/55642/schedules?team=4190507
CPL,Boys U12 Division 5,Kings Hammer Cincinnati KHA NKY BU12 Gray,https://system.gotsport.com/org_event/events/55642/schedules?team=4138214
CPL,Boys U12 Division 5,FC Dayton FC Dayton U12 Boys Navy,https://system.gotsport.com/org_event/events/55642/schedules?team=4172248
CPL,Boys U12 Division 5,Campbell Soccer Club (CSC) CampbellSC U12B IAdkins,https://system.gotsport.com/org_event/events/55642/schedules?team=4175476
CPL,Boys U12 Division 6,Taylor Creek Youth Organization TCFC Red Bulls B2015,https://system.gotsport.com/org_event/events/55642/schedules?team=4193970
CPL,Boys U12 Division 6,On Goal Passion FC Passion FC 2014/2015B Gray,https://system.gotsport.com/org_event/events/55642/schedules?team=4139006
CPL,Boys U12 Division 6,Campbell Soccer Club (CSC) CampbellSC U12B CAdkins,https://system.gotsport.com/org_event/events/55642/schedules?team=4175462
CPL,Boys U12 Division 6,Fusion FC NKY Fusion FC BU12 Black,https://system.gotsport.com/org_event/events/55642/schedules?team=4183857
CPL,Boys U12 Division 6,Cincinnati Elite FC Cincinnati Elite FC BU12 Premier (2014/15),https://system.gotsport.com/org_event/events/55642/schedules?team=4170755
CPL,Boys U12 Division 6,Lakota Futbol Club Lakota FC B14/15 White,https://system.gotsport.com/org_event/events/55642/schedules?team=4101454
CPL,Boys U12 Division 6,Mercury SJB Premier B15 Blue Jays,https://system.gotsport.com/org_event/events/55642/schedules?team=4073186
CPL,Boys U12 Division 6,NWC Alliance Soccer Club NWC Alliance 2033 Boys Premier,https://system.gotsport.com/org_event/events/55642/schedules?team=4098642
CPL,Boys U12 Division 6,Northwest Cincy Soccer Coalition Northwest Cincy SC B14/15 Strike,https://system.gotsport.com/org_event/events/55642/schedules?team=4192253
CPL,Boys U12 Division 7,Bellbrook Soccer Association Ohio Fusion SC BU12 Black,https://system.gotsport.com/org_event/events/55642/schedules?team=4187415
CPL,Boys U12 Division 7,Campbell Soccer Club (CSC) CampbellSC U12B Kafel,https://system.gotsport.com/org_event/events/55642/schedules?team=4175486
CPL,Boys U12 Division 7,Elevate FC Elevate FC U12 Blue2,https://system.gotsport.com/org_event/events/55642/schedules?team=4158184
CPL,Boys U12 Division 7,FC Storm FC Storm BU12 White,https://system.gotsport.com/org_event/events/55642/schedules?team=4166658
CPL,Boys U12 Division 7,Fairfield Optimist Soccer Club FOSC B14/15 Premier,https://system.gotsport.com/org_event/events/55642/schedules?team=4191091
CPL,Boys U12 Division 7,Fairfield Optimist Soccer Club FOSC Lebanon Warrior Premier B14/15,https://system.gotsport.com/org_event/events/55642/schedules?team=4192195
CPL,Boys U12 Division 7,Kings Hammer Cincinnati KHA NKY BU12 White,https://system.gotsport.com/org_event/events/55642/schedules?team=4138233
CPL,Boys U12 Division 7,Kolping SC Kolping SC B33 Black,https://system.gotsport.com/org_event/events/55642/schedules?team=4191283
CPL,Boys U12 Division 7,Ohio United FC Ohio United FC B14/15 Academy,https://system.gotsport.com/org_event/events/55642/schedules?team=4192783
CPL,Boys U12 Division 1,Cincinnati United Soccer Club CUSC BU12 South Yellow,https://system.gotsport.com/org_event/events/55642/schedules?team=4192148
CPL,Boys U12 Division 1,Real Soccer FC Real Soccer FC B2015,https://system.gotsport.com/org_event/events/55642/schedules?team=4253095
CPL,Boys U12 Division 1,Kings Hammer Cincinnati KHA Sycamore BU12 Green,https://system.gotsport.com/org_event/events/55642/schedules?team=4155891
CPL,Boys U12 Division 1,LSO United LSO United B2014/15,https://system.gotsport.com/org_event/events/55642/schedules?team=4113415
CPL,Boys U12 Division 1,Total Futbol Academy (OH) TFA Pre-ECNL B2014-15 Elite 2,https://system.gotsport.com/org_event/events/55642/schedules?team=4185650
CPL,Boys U12 Division 1,Total Futbol Academy (OH) TFA Pre-ECNL B2015-16 Elite,https://system.gotsport.com/org_event/events/55642/schedules?team=4142329
CPL,Boys U12 Division 2,Cincinnati United Soccer Club CUSC BU12 South Green,https://system.gotsport.com/org_event/events/55642/schedules?team=4192158
CPL,Boys U12 Division 2,Inner Cincinnati SA Inner Cincinnati U12,https://system.gotsport.com/org_event/events/55642/schedules?team=4174968
CPL,Boys U12 Division 2,Kolping SC Kolping SC B33 Orange,https://system.gotsport.com/org_event/events/55642/schedules?team=4191278
CPL,Boys U12 Division 2,Lawrenceburg Greendale Soccer Club LGSC Tigers Black,https://system.gotsport.com/org_event/events/55642/schedules?team=4130594
CPL,Boys U12 Division 2,Kings Hammer Cincinnati KHA NKY BU12 Red.,https://system.gotsport.com/org_event/events/55642/schedules?team=4138179
CPL,Boys U12 Division 2,Cincinnati West CWSC BU12 Academy Elite,https://system.gotsport.com/org_event/events/55642/schedules?team=4138079
CPL,Boys U12 Division 3,Cincinnati Grand Futbol Cincinnati Grand Futbol Boys (U12),https://system.gotsport.com/org_event/events/55642/schedules?team=4190364
CPL,Boys U12 Division 3,Cincy SC Cincy SC B14-15 Navy,https://system.gotsport.com/org_event/events/55642/schedules?team=4144626
CPL,Boys U12 Division 3,Alliance Cincinnati SC ACSC Boys U12 Academy Gold,https://system.gotsport.com/org_event/events/55642/schedules?team=4192290
CPL,Boys U12 Division 3,Madeira FC Madeira FC B2015 Blue,https://system.gotsport.com/org_event/events/55642/schedules?team=4113374
CPL,Boys U12 Division 3,Mercury BSC Premier B14/15,https://system.gotsport.com/org_event/events/55642/schedules?team=4099057
CPL,Boys U12 Division 3,Lakota Futbol Club Lakota FC B14/15 Gray,https://system.gotsport.com/org_event/events/55642/schedules?team=4181972
CPL,Boys U12 Division 3,Oxford United FC(OH) Oxford United B 2014/2015,https://system.gotsport.com/org_event/events/55642/schedules?team=4189061
CPL,Boys U12 Division 3,Cincinnati Elite FC Cincinnati Elite FC BU12 Gold (2015/16),https://system.gotsport.com/org_event/events/55642/schedules?team=4170764
CPL,Boys U12 Division 3,Mercury mercury B2014/15 west 1,https://system.gotsport.com/org_event/events/55642/schedules?team=4326178
CPL,Boys U12 Division 4,Cincinnati United Soccer Club CUSC BU12 North Yellow,https://system.gotsport.com/org_event/events/55642/schedules?team=4159985
CPL,Boys U12 Division 4,Cincinnati United Soccer Club CUSC BU12 WEST YELLOW,https://system.gotsport.com/org_event/events/55642/schedules?team=4205234
CPL,Boys U12 Division 4,Independence SC ISC U12B Green Hornets,https://system.gotsport.com/org_event/events/55642/schedules?team=4187804
CPL,Boys U12 Division 4,Mercury BSC Premier B15/16,https://system.gotsport.com/org_event/events/55642/schedules?team=4099034
CPL,Boys U12 Division 4,Monroe Premier FC Monroe Premier FC U12B,https://system.gotsport.com/org_event/events/55642/schedules?team=4107089
CPL,Boys U12 Division 4,Oak Hills Youth Athletics Oak Hills Premier Boys U12,https://system.gotsport.com/org_event/events/55642/schedules?team=4190678
CPL,Boys U12 Division 4,Total Futbol Academy (OH) TFA B2014-15 Premier,https://system.gotsport.com/org_event/events/55642/schedules?team=4185651
CPL,Boys U12 Division 4,Total Ginga Academy Total Ginga Academy U12B (KY),https://system.gotsport.com/org_event/events/55642/schedules?team=4159685
CPL,Boys U12 Division 4,Kings Hammer Cincinnati KHA NKY BU12 Black,https://system.gotsport.com/org_event/events/55642/schedules?team=4138202
CPL,Boys U12 Division 5,Cincinnati United Soccer Club CUSC BU12 North Green,https://system.gotsport.com/org_event/events/55642/schedules?team=4159989
